C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_37_171.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_37_171.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_37_171.jpg, 0, 0, 0, 7.98011E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_37_272.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_37_272.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_37_272.jpg, 0, 0, 0, 8.174961E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_37_373.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_37_373.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_37_373.jpg, 0, 0, 0, 8.06817E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_37_473.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_37_473.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_37_473.jpg, 0, 0, 0, 7.887062E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_37_575.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_37_575.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_37_575.jpg, 0, 0, 0, 7.773539E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_37_677.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_37_677.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_37_677.jpg, 0, 0, 0, 7.891157E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_37_779.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_37_779.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_37_779.jpg, 0, 0, 0, 7.817458E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_37_879.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_37_879.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_37_879.jpg, 0, 0, 0, 7.813378E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_37_981.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_37_981.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_37_981.jpg, 0, 0, 0, 7.824367E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_081.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_081.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_081.jpg, 0, 0, 0, 7.928642E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_181.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_181.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_181.jpg, 0, 0, 0, 7.838311E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_282.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_282.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_282.jpg, 0, 0, 0, 8.202298E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_384.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_384.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_384.jpg, 0, 0, 0, 7.796613E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_485.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_485.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_485.jpg, 0, 0, 0, 8.238339E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_588.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_588.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_588.jpg, 0, 0, 0, 7.909116E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_689.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_689.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_689.jpg, 0, 0, 0, 7.944929E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_791.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_791.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_791.jpg, 0, 0, 0, 8.405972E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_892.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_892.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_892.jpg, 0, 0, 0, 7.810644E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_38_993.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_38_993.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_38_993.jpg, 0, 0, 0, 7.78195E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_39_095.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_39_095.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_39_095.jpg, 0, 0, 0, 7.946895E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_39_195.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_39_195.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_39_195.jpg, 0, 0, 0, 7.977695E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_39_297.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_39_297.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_39_297.jpg, 0, 0, 0, 7.835597E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_39_398.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_39_398.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_39_398.jpg, 0, 0, 0, 7.851074E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_39_498.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_39_498.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_39_498.jpg, 0, 0, 0, 7.867267E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_39_600.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_39_600.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_39_600.jpg, 0, 0, 0, 7.937857E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_39_701.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_39_701.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_39_701.jpg, 0, 0, 0, 7.858824E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_39_802.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_39_802.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_39_802.jpg, 0, 0, 0, 7.777713E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_39_902.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_39_902.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_39_902.jpg, 0, 0, 0, 7.821024E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_40_004.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_40_004.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_40_004.jpg, 0, 0, 0, 7.808884E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_40_104.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_40_104.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_40_104.jpg, 0, 0, 0, 7.99179E-05
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_40_205.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_40_205.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_40_205.jpg, 0, 0.0786924, 0, 0.02869937
C:\Users\yassine\Desktop\Data\IMG\center_2019_07_19_22_18_40_307.jpg, C:\Users\yassine\Desktop\Data\IMG\left_2019_07_19_22_18_40_307.jpg, C:\Users\yassine\Desktop\Data\IMG\right_2019_07_19_22_18_40_307.jpg, 0, 0.3787023, 0, 0.3567255
